timestamp,open,high,low,close,volume
2026-02-01 00:00:00,78741.1,79424.0,78644.09,78902.31,1738.02598
2026-02-01 01:00:00,78902.31,78943.62,78284.0,78532.17,1163.10084
2026-02-01 02:00:00,78532.32,79060.44,78378.0,78900.01,762.94469
2026-02-01 03:00:00,78900.01,79008.36,78666.73,78868.28,594.31033
2026-02-01 04:00:00,78868.29,79119.3,78720.97,78971.75,441.04188
2026-02-01 05:00:00,78973.22,79006.0,78527.13,78620.91,744.7428
2026-02-01 06:00:00,78620.9,78824.1,78266.63,78300.0,568.62406
2026-02-01 07:00:00,78300.01,78724.01,77967.69,78343.0,808.74546
2026-02-01 08:00:00,78343.0,78863.0,78252.64,78604.02,567.72389
2026-02-01 09:00:00,78604.02,79136.1,78551.15,79034.45,479.76229
2026-02-01 10:00:00,79034.45,79220.72,78148.1,78279.73,863.43565
2026-02-01 11:00:00,78279.73,78877.89,78279.72,78743.56,539.38656
2026-02-01 12:00:00,78743.57,78760.0,78244.0,78459.67,620.90729
2026-02-01 13:00:00,78459.68,78768.68,78203.21,78317.51,482.47432
2026-02-01 14:00:00,78317.51,78520.0,77236.68,78211.12,1658.37078
2026-02-01 15:00:00,78211.12,78254.2,76761.98,77593.4,2045.87767
2026-02-01 16:00:00,77593.4,77838.48,77087.76,77494.77,1084.57336
2026-02-01 17:00:00,77494.77,77748.0,77300.0,77745.32,549.82327
2026-02-01 18:00:00,77745.33,78443.1,77727.27,78029.28,791.63632
2026-02-01 19:00:00,78029.29,78106.1,77000.01,77174.78,457.49789
2026-02-01 20:00:00,77174.77,77740.91,76606.0,77103.04,1125.71882
2026-02-01 21:00:00,77103.04,77161.26,76359.87,76526.03,1221.6059
2026-02-01 22:00:00,76526.03,77779.63,76456.78,77249.31,1235.13318
2026-02-01 23:00:00,77249.31,77610.72,75700.0,76968.21,4850.01845
2026-02-02 00:00:00,76968.22,78231.26,76606.39,77672.61,1960.16053
2026-02-02 01:00:00,77672.61,77942.28,76619.69,77518.87,1238.02224
2026-02-02 02:00:00,77518.87,77555.62,76449.84,76491.17,1406.18164
2026-02-02 03:00:00,76491.18,76575.93,74604.0,76292.98,6845.40126
2026-02-02 04:00:00,76292.98,76621.28,75335.9,75894.15,2387.03559
2026-02-02 05:00:00,75894.15,75999.99,74911.14,75502.1,2327.56014
2026-02-02 06:00:00,75502.1,76834.71,74957.51,76549.32,3207.27225
2026-02-02 07:00:00,76549.32,76958.0,76327.9,76660.79,1646.53051
2026-02-02 08:00:00,76660.78,77191.15,76628.28,76881.28,1422.14452
2026-02-02 09:00:00,76881.28,77815.0,76652.0,77725.33,2196.40917
2026-02-02 10:00:00,77725.33,77876.69,77474.85,77504.54,1049.86427
2026-02-02 11:00:00,77504.54,77970.62,77451.11,77759.99,983.08962
2026-02-02 12:00:00,77760.0,78434.0,77706.0,77988.51,1103.97039
2026-02-02 13:00:00,77988.5,78458.0,77800.0,78224.79,960.76337
2026-02-02 14:00:00,78224.8,78885.0,77626.44,77844.79,2220.07608
2026-02-02 15:00:00,77844.78,79360.0,77564.62,78850.06,3238.00821
2026-02-02 16:00:00,78850.06,79288.28,78584.0,78634.76,1987.74899
2026-02-02 17:00:00,78634.75,79213.99,78603.93,78988.64,1407.01094
2026-02-02 18:00:00,78988.65,78988.65,78369.13,78569.84,992.65857
2026-02-02 19:00:00,78569.83,78697.99,78283.27,78341.5,1074.65868
2026-02-02 20:00:00,78341.5,78667.38,77888.0,78008.59,902.54602
